Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
30-Sep-2010,Belfast,Pain Management,Acute Services,0,1,3,2,--,--,--,--,0,0,6,
30-Sep-2010,Belfast,General Medicine,Acute Services,12,4,0,0,--,--,--,--,0,0,16,
30-Sep-2010,Belfast,Gastroenterology,Acute Services,17,12,1,0,--,--,--,--,0,0,30,
30-Sep-2010,Belfast,Endocrinology,Acute Services,10,3,0,0,--,--,--,--,0,0,13,
30-Sep-2010,Belfast,Rehabilitation,Acute Services,0,0,0,0,--,--,--,--,1,2,3,
30-Sep-2010,Belfast,Cardiology,Acute Services,99,63,29,19,--,--,--,--,15,1,226,
30-Sep-2010,Belfast,Dermatology,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Belfast,Thoracic Medicine,Acute Services,2,2,0,0,--,--,--,--,0,0,4,
30-Sep-2010,Belfast,Nephrology,Acute Services,21,7,4,0,--,--,--,--,1,0,33,
30-Sep-2010,Belfast,Neurology,Acute Services,22,23,49,24,--,--,--,--,45,5,168,
30-Sep-2010,Belfast,Rheumatology,Acute Services,0,0,0,0,--,--,--,--,5,0,5,
30-Sep-2010,Belfast,Paediatrics,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Belfast,Gynaecology,Acute Services,133,94,108,24,--,--,--,--,30,9,398,
30-Sep-2010,Belfast,Mental Illness,Mental Health,0,1,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Belfast,Child & Adolescent Psychiatry,Mental Health,4,0,0,0,--,--,--,--,0,0,4,
30-Sep-2010,Belfast,Forensic Psychiatry,Mental Health,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Belfast,Radiology,Acute Services,3,0,0,0,--,--,--,--,1,0,4,
30-Sep-2010,Northern,General Surgery,Acute Services,137,107,83,22,--,--,--,--,47,7,403,
30-Sep-2010,Northern,Urology,Acute Services,91,58,63,13,--,--,--,--,28,0,253,
30-Sep-2010,Northern,ENT,Acute Services,140,74,50,13,--,--,--,--,0,0,277,
30-Sep-2010,Northern,General Medicine,Acute Services,0,0,1,0,--,--,--,--,0,0,1,
30-Sep-2010,Northern,Gastroenterology,Acute Services,3,1,0,0,--,--,--,--,1,0,5,
30-Sep-2010,Northern,Cardiology,Acute Services,32,1,1,0,--,--,--,--,0,0,34,
30-Sep-2010,Northern,Gynaecology,Acute Services,87,93,80,33,--,--,--,--,12,0,305,
30-Sep-2010,South Eastern,General Surgery,Acute Services,90,51,44,11,--,--,--,--,4,1,201,
30-Sep-2010,South Eastern,Urology,Acute Services,44,12,1,0,--,--,--,--,0,0,57,
30-Sep-2010,South Eastern,T & O Surgery,Acute Services,10,4,0,0,--,--,--,--,0,0,14,
30-Sep-2010,South Eastern,ENT,Acute Services,29,26,3,0,--,--,--,--,0,0,58,
30-Sep-2010,South Eastern,Oral Surgery,Acute Services,14,17,6,0,--,--,--,--,0,0,37,
30-Sep-2010,South Eastern,Plastic Surgery,Acute Services,48,29,50,26,--,--,--,--,58,79,290,
30-Sep-2010,South Eastern,General Medicine,Acute Services,13,2,2,0,--,--,--,--,0,1,18,
30-Sep-2010,South Eastern,Cardiology,Acute Services,0,0,0,0,--,--,--,--,1,0,1,
30-Sep-2010,South Eastern,Paediatrics,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,South Eastern,Geriatric Medicine,Elderly Care,0,0,1,0,--,--,--,--,0,0,1,
30-Sep-2010,South Eastern,Gynaecology,Acute Services,105,99,31,14,--,--,--,--,12,1,262,
30-Sep-2010,Southern,General Surgery,Acute Services,157,70,47,24,--,--,--,--,27,0,325,
30-Sep-2010,Southern,Urology,Acute Services,71,101,62,30,--,--,--,--,42,21,327,
30-Sep-2010,Southern,T & O Surgery,Acute Services,85,85,54,11,--,--,--,--,3,0,238,
30-Sep-2010,Southern,ENT,Acute Services,191,144,2,0,--,--,--,--,0,0,337,
30-Sep-2010,Southern,Ophthalmology,Acute Services,0,0,1,0,--,--,--,--,0,0,1,
30-Sep-2010,Southern,Pain Management,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Southern,General Medicine,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Sep-2010,Southern,Gastroenterology,Acute Services,2,0,0,0,--,--,--,--,0,0,2,
30-Sep-2010,Southern,Cardiology,Acute Services,28,9,9,1,--,--,--,--,3,0,50,
30-Sep-2010,Southern,Rheumatology,Acute Services,1,2,0,0,--,--,--,--,0,0,3,
30-Sep-2010,Southern,Paediatrics,Acute Services,1,1,0,0,--,--,--,--,0,0,2,
30-Sep-2010,Southern,Gynaecology,Acute Services,100,110,19,0,--,--,--,--,0,0,229,
30-Sep-2010,Western,General Surgery,Acute Services,149,102,95,38,--,--,--,--,64,35,483,
30-Sep-2010,Western,Urology,Acute Services,56,22,19,10,--,--,--,--,29,14,150,
30-Sep-2010,Western,T & O Surgery,Acute Services,192,162,188,111,--,--,--,--,234,250,"1,137",
30-Sep-2010,Western,ENT,Acute Services,188,129,101,25,--,--,--,--,26,16,485,
30-Sep-2010,Western,Ophthalmology,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
30-Sep-2010,Western,Oral Surgery,Acute Services,57,18,11,9,--,--,--,--,5,0,100,
30-Sep-2010,Western,General Medicine,Acute Services,2,1,3,0,--,--,--,--,0,0,6,
30-Sep-2010,Western,Cardiology,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
30-Sep-2010,Western,Paediatrics,Acute Services,0,1,2,1,--,--,--,--,0,0,4,
30-Sep-2010,Western,Gynaecology,Acute Services,72,86,61,9,--,--,--,--,10,4,242,
31-Dec-2010,Belfast,General Surgery,Acute Services,347,331,124,36,--,--,--,--,53,11,902,
31-Dec-2010,Belfast,Urology,Acute Services,129,110,67,31,--,--,--,--,57,33,427,
31-Dec-2010,Belfast,T & O Surgery,Acute Services,"1,130","1,481",812,199,--,--,--,--,296,130,"4,048",
31-Dec-2010,Belfast,ENT,Acute Services,258,273,166,57,--,--,--,--,70,4,828,
31-Dec-2010,Belfast,Ophthalmology,Acute Services,31,43,16,17,--,--,--,--,9,4,120,
31-Dec-2010,Belfast,Oral Surgery,Acute Services,13,31,15,4,--,--,--,--,3,1,67,
31-Dec-2010,Belfast,Paediatric Dentistry,Acute Services,15,2,1,0,--,--,--,--,0,0,18,
31-Dec-2010,Belfast,Neurosurgery,Acute Services,44,26,22,4,--,--,--,--,11,9,116,
31-Dec-2010,Belfast,Plastic Surgery,Acute Services,36,76,59,28,--,--,--,--,76,69,344,
31-Dec-2010,Belfast,Cardiac Surgery,Acute Services,109,122,122,43,--,--,--,--,7,0,403,
31-Dec-2010,Belfast,Paediatric Surgery,Acute Services,13,24,12,4,--,--,--,--,5,0,58,
31-Dec-2010,Belfast,Thoracic Surgery,Acute Services,33,31,14,9,--,--,--,--,11,8,106,
31-Dec-2010,Belfast,Pain Management,Acute Services,0,3,1,1,--,--,--,--,2,0,7,
31-Dec-2010,Belfast,General Medicine,Acute Services,12,3,1,2,--,--,--,--,0,0,18,
31-Dec-2010,Belfast,Gastroenterology,Acute Services,20,12,3,2,--,--,--,--,1,0,38,
31-Dec-2010,Belfast,Endocrinology,Acute Services,7,2,1,0,--,--,--,--,0,0,10,
31-Dec-2010,Belfast,Cardiology,Acute Services,92,81,42,19,--,--,--,--,14,5,253,
31-Dec-2010,Belfast,Dermatology,Acute Services,1,2,0,0,--,--,--,--,0,0,3,
31-Dec-2010,Belfast,Thoracic Medicine,Acute Services,2,0,0,0,--,--,--,--,0,0,2,
31-Dec-2010,Belfast,Nephrology,Acute Services,26,18,0,0,--,--,--,--,1,0,45,
31-Dec-2010,Belfast,Neurology,Acute Services,23,28,22,10,--,--,--,--,41,51,175,
31-Dec-2010,Belfast,Rheumatology,Acute Services,44,2,0,0,--,--,--,--,1,3,50,
31-Dec-2010,Belfast,Paediatrics,Acute Services,0,0,1,0,--,--,--,--,0,0,1,
31-Dec-2010,Belfast,Gynaecology,Acute Services,124,123,92,32,--,--,--,--,29,6,406,
31-Dec-2010,Belfast,Radiology,Acute Services,2,1,0,0,--,--,--,--,0,1,4,
31-Dec-2010,Belfast,Mental Illness,Mental Health,0,2,0,0,--,--,--,--,0,0,2,
31-Dec-2010,Belfast,Child & Adolescent Psychiatry,Mental Health,3,2,0,0,--,--,--,--,0,0,5,
31-Dec-2010,Northern,General Surgery,Acute Services,159,130,59,30,--,--,--,--,45,38,461,
31-Dec-2010,Northern,Urology,Acute Services,80,94,51,14,--,--,--,--,45,18,302,
31-Dec-2010,Northern,ENT,Acute Services,109,122,16,6,--,--,--,--,17,1,271,
31-Dec-2010,Northern,Gastroenterology,Acute Services,7,5,0,0,--,--,--,--,1,0,13,
31-Dec-2010,Northern,Cardiology,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Dec-2010,Northern,Gynaecology,Acute Services,93,121,42,24,--,--,--,--,23,7,310,
31-Dec-2010,South Eastern,General Surgery,Acute Services,106,82,40,19,--,--,--,--,25,6,278,
31-Dec-2010,South Eastern,Urology,Acute Services,32,18,10,2,--,--,--,--,0,0,62,
31-Dec-2010,South Eastern,T & O Surgery,Acute Services,19,11,0,0,--,--,--,--,0,0,30,
31-Dec-2010,South Eastern,ENT,Acute Services,32,28,0,0,--,--,--,--,0,0,60,
31-Dec-2010,South Eastern,Oral Surgery,Acute Services,9,26,12,2,--,--,--,--,3,0,52,
31-Dec-2010,South Eastern,Plastic Surgery,Acute Services,45,55,31,18,--,--,--,--,50,123,322,
31-Dec-2010,South Eastern,General Medicine,Acute Services,12,9,1,0,--,--,--,--,0,0,22,
31-Dec-2010,South Eastern,Paediatrics,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Dec-2010,South Eastern,Gynaecology,Acute Services,98,109,68,9,--,--,--,--,18,17,319,
31-Dec-2010,Southern,General Surgery,Acute Services,177,175,65,8,--,--,--,--,14,2,441,
31-Dec-2010,Southern,Urology,Acute Services,80,64,54,23,--,--,--,--,36,44,301,
31-Dec-2010,Southern,T & O Surgery,Acute Services,82,84,81,29,--,--,--,--,14,0,290,
31-Dec-2010,Southern,ENT,Acute Services,167,159,3,0,--,--,--,--,0,0,329,
31-Dec-2010,Southern,Pain Management,Acute Services,0,0,2,0,--,--,--,--,0,0,2,
31-Dec-2010,Southern,Gastroenterology,Acute Services,2,1,0,0,--,--,--,--,0,0,3,
31-Dec-2010,Southern,Cardiology,Acute Services,6,0,0,0,--,--,--,--,0,0,6,
31-Dec-2010,Southern,Gynaecology,Acute Services,109,86,21,1,--,--,--,--,0,0,217,
31-Dec-2010,Western,General Surgery,Acute Services,124,126,87,23,--,--,--,--,72,78,510,
31-Dec-2010,Western,Urology,Acute Services,31,48,23,10,--,--,--,--,19,45,176,
31-Dec-2010,Western,T & O Surgery,Acute Services,165,309,181,89,--,--,--,--,142,192,"1,078",
31-Dec-2010,Western,ENT,Acute Services,141,142,85,27,--,--,--,--,29,28,452,
31-Dec-2010,Western,Ophthalmology,Acute Services,0,0,0,1,--,--,--,--,0,0,1,
31-Dec-2010,Western,Oral Surgery,Acute Services,63,18,11,4,--,--,--,--,4,1,101,
31-Dec-2010,Western,Pain Management,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Dec-2010,Western,General Medicine,Acute Services,1,2,0,1,--,--,--,--,0,0,4,
31-Dec-2010,Western,Cardiology,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Dec-2010,Western,Nephrology,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Dec-2010,Western,Paediatrics,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
31-Dec-2010,Western,Gynaecology,Acute Services,62,79,60,18,--,--,--,--,14,4,237,
31-Dec-2010,Western,Obstetrics,Maternity & Child Health,0,1,0,0,--,--,--,--,0,0,1,
31-Mar-2011,Belfast,General Surgery,Acute Services,362,296,174,65,--,--,--,--,58,0,955,
31-Mar-2011,Belfast,Urology,Acute Services,135,91,92,42,--,--,--,--,49,44,453,
31-Mar-2011,Belfast,T & O Surgery,Acute Services,861,"1,920","1,198",342,--,--,--,--,403,83,"4,807",
31-Mar-2011,Belfast,ENT,Acute Services,267,323,271,72,--,--,--,--,11,2,946,
31-Mar-2011,Belfast,Ophthalmology,Acute Services,18,39,22,9,--,--,--,--,10,2,100,
31-Mar-2011,Belfast,Oral Surgery,Acute Services,17,8,11,6,--,--,--,--,5,0,47,
31-Mar-2011,Belfast,Paediatric Dentistry,Acute Services,7,0,1,0,--,--,--,--,0,0,8,
31-Mar-2011,Belfast,Neurosurgery,Acute Services,62,34,24,10,--,--,--,--,13,6,149,
31-Mar-2011,Belfast,Plastic Surgery,Acute Services,34,43,59,35,--,--,--,--,55,141,367,
31-Mar-2011,Belfast,Cardiac Surgery,Acute Services,92,91,89,44,--,--,--,--,0,0,316,
31-Mar-2011,Belfast,Paediatric Surgery,Acute Services,21,17,11,10,--,--,--,--,9,2,70,
31-Mar-2011,Belfast,Thoracic Surgery,Acute Services,38,14,19,8,--,--,--,--,6,0,85,
31-Mar-2011,Belfast,Pain Management,Acute Services,0,2,0,3,--,--,--,--,0,0,5,
31-Mar-2011,Belfast,General Medicine,Acute Services,17,3,4,0,--,--,--,--,2,0,26,
31-Mar-2011,Belfast,Gastroenterology,Acute Services,18,2,2,4,--,--,--,--,2,0,28,
31-Mar-2011,Belfast,Endocrinology,Acute Services,3,1,0,0,--,--,--,--,0,0,4,
31-Mar-2011,Belfast,Rehabilitation,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
31-Mar-2011,Belfast,Cardiology,Acute Services,119,80,29,20,--,--,--,--,12,0,260,
31-Mar-2011,Belfast,Dermatology,Acute Services,3,2,1,0,--,--,--,--,0,0,6,
31-Mar-2011,Belfast,Thoracic Medicine,Acute Services,5,0,0,0,--,--,--,--,0,0,5,
31-Mar-2011,Belfast,Nephrology,Acute Services,7,8,0,3,--,--,--,--,0,1,19,
31-Mar-2011,Belfast,Neurology,Acute Services,20,23,19,7,--,--,--,--,23,78,170,
31-Mar-2011,Belfast,Rheumatology,Acute Services,3,52,13,0,--,--,--,--,0,1,69,
31-Mar-2011,Belfast,Gynaecology,Acute Services,148,101,83,13,--,--,--,--,24,0,369,
31-Mar-2011,Belfast,Mental Illness,Mental Health,0,1,0,0,--,--,--,--,0,0,1,
31-Mar-2011,Belfast,Radiology,Acute Services,1,1,0,0,--,--,--,--,0,0,2,
31-Mar-2011,Northern,General Surgery,Acute Services,148,118,92,60,--,--,--,--,34,0,452,
31-Mar-2011,Northern,Urology,Acute Services,72,89,69,29,--,--,--,--,43,0,302,
31-Mar-2011,Northern,ENT,Acute Services,121,88,58,0,--,--,--,--,0,0,267,
31-Mar-2011,Northern,General Medicine,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
31-Mar-2011,Northern,Gastroenterology,Acute Services,6,4,6,4,--,--,--,--,0,0,20,
31-Mar-2011,Northern,Gynaecology,Acute Services,130,127,63,39,--,--,--,--,0,0,359,
31-Mar-2011,South Eastern,General Surgery,Acute Services,95,73,74,32,--,--,--,--,40,24,338,
31-Mar-2011,South Eastern,Urology,Acute Services,47,17,8,5,--,--,--,--,3,0,80,
31-Mar-2011,South Eastern,T & O Surgery,Acute Services,10,2,0,0,--,--,--,--,0,0,12,
31-Mar-2011,South Eastern,ENT,Acute Services,22,55,6,0,--,--,--,--,0,0,83,
31-Mar-2011,South Eastern,Ophthalmology,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
31-Mar-2011,South Eastern,Oral Surgery,Acute Services,12,17,15,14,--,--,--,--,0,0,58,
31-Mar-2011,South Eastern,Plastic Surgery,Acute Services,33,56,40,36,--,--,--,--,36,173,374,
31-Mar-2011,South Eastern,General Medicine,Acute Services,18,6,2,0,--,--,--,--,0,0,26,
31-Mar-2011,South Eastern,Gynaecology,Acute Services,117,82,86,42,--,--,--,--,25,28,380,
31-Mar-2011,Southern,General Surgery,Acute Services,194,190,99,21,--,--,--,--,10,0,514,
31-Mar-2011,Southern,Urology,Acute Services,68,79,71,30,--,--,--,--,39,1,288,
31-Mar-2011,Southern,T & O Surgery,Acute Services,86,123,93,34,--,--,--,--,34,0,370,
31-Mar-2011,Southern,ENT,Acute Services,164,153,0,0,--,--,--,--,0,0,317,
31-Mar-2011,Southern,Ophthalmology,Acute Services,24,0,0,0,--,--,--,--,0,0,24,
31-Mar-2011,Southern,Gastroenterology,Acute Services,6,2,1,0,--,--,--,--,0,0,9,
31-Mar-2011,Southern,Cardiology,Acute Services,3,0,0,0,--,--,--,--,0,0,3,
31-Mar-2011,Southern,Rheumatology,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
31-Mar-2011,Southern,Gynaecology,Acute Services,135,81,0,0,--,--,--,--,1,0,217,
31-Mar-2011,Western,General Surgery,Acute Services,202,117,91,41,--,--,--,--,27,11,489,
31-Mar-2011,Western,Urology,Acute Services,46,29,21,16,--,--,--,--,19,40,171,
31-Mar-2011,Western,T & O Surgery,Acute Services,177,230,225,153,--,--,--,--,209,100,"1,094",
31-Mar-2011,Western,ENT,Acute Services,182,154,27,15,--,--,--,--,11,21,410,
31-Mar-2011,Western,Oral Surgery,Acute Services,103,40,19,6,--,--,--,--,0,0,168,
31-Mar-2011,Western,General Medicine,Acute Services,5,1,1,0,--,--,--,--,0,0,7,
31-Mar-2011,Western,Cardiology,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
31-Mar-2011,Western,Paediatrics,Acute Services,4,1,0,0,--,--,--,--,0,0,5,
31-Mar-2011,Western,Gynaecology,Acute Services,103,84,57,32,--,--,--,--,8,0,284,
31-Mar-2011,Western,GP Other,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Belfast,General Surgery,Acute Services,375,288,203,46,--,--,--,--,85,23,"1,020",
30-Jun-2011,Belfast,Urology,Acute Services,129,57,68,35,--,--,--,--,57,65,411,
30-Jun-2011,Belfast,T & O Surgery,Acute Services,"1,247","1,560","1,250",538,--,--,--,--,376,86,"5,057",
30-Jun-2011,Belfast,ENT,Acute Services,299,283,278,84,--,--,--,--,45,2,991,
30-Jun-2011,Belfast,Ophthalmology,Acute Services,32,54,37,10,--,--,--,--,8,1,142,
30-Jun-2011,Belfast,Oral Surgery,Acute Services,8,5,14,4,--,--,--,--,6,6,43,
30-Jun-2011,Belfast,Paediatric Dentistry,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Belfast,Neurosurgery,Acute Services,52,38,32,4,--,--,--,--,15,14,155,
30-Jun-2011,Belfast,Plastic Surgery,Acute Services,65,43,36,24,--,--,--,--,63,166,397,
30-Jun-2011,Belfast,Cardiac Surgery,Acute Services,112,129,71,21,--,--,--,--,5,0,338,
30-Jun-2011,Belfast,Paediatric Surgery,Acute Services,19,19,11,6,--,--,--,--,8,2,65,
30-Jun-2011,Belfast,Thoracic Surgery,Acute Services,43,15,18,10,--,--,--,--,16,1,103,
30-Jun-2011,Belfast,Pain Management,Acute Services,0,1,0,0,--,--,--,--,0,2,3,
30-Jun-2011,Belfast,General Medicine,Acute Services,14,8,2,1,--,--,--,--,4,0,29,
30-Jun-2011,Belfast,Gastroenterology,Acute Services,17,8,3,1,--,--,--,--,2,2,33,
30-Jun-2011,Belfast,Endocrinology,Acute Services,11,4,0,0,--,--,--,--,0,0,15,
30-Jun-2011,Belfast,Cardiology,Acute Services,102,66,57,27,--,--,--,--,25,0,277,
30-Jun-2011,Belfast,Dermatology,Acute Services,3,0,1,0,--,--,--,--,0,0,4,
30-Jun-2011,Belfast,Thoracic Medicine,Acute Services,2,1,2,0,--,--,--,--,0,0,5,
30-Jun-2011,Belfast,Nephrology,Acute Services,15,6,0,1,--,--,--,--,0,3,25,
30-Jun-2011,Belfast,Neurology,Acute Services,36,21,16,10,--,--,--,--,17,94,194,
30-Jun-2011,Belfast,Rheumatology,Acute Services,65,17,3,0,--,--,--,--,6,0,91,
30-Jun-2011,Belfast,Paediatrics,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Belfast,Geriatric Medicine,Elderly Care,2,0,0,0,--,--,--,--,0,0,2,
30-Jun-2011,Belfast,Gynaecology,Acute Services,163,107,100,24,--,--,--,--,23,0,417,
30-Jun-2011,Belfast,Mental Illness,Mental Health,1,0,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Belfast,Child & Adolescent Psychiatry,Mental Health,6,0,0,0,--,--,--,--,0,0,6,
30-Jun-2011,Belfast,Radiology,Acute Services,1,0,0,1,--,--,--,--,0,0,2,
30-Jun-2011,Northern,General Surgery,Acute Services,136,101,95,44,--,--,--,--,58,21,455,
30-Jun-2011,Northern,Urology,Acute Services,105,90,56,26,--,--,--,--,40,6,323,
30-Jun-2011,Northern,ENT,Acute Services,134,98,74,7,--,--,--,--,2,0,315,
30-Jun-2011,Northern,General Medicine,Acute Services,1,1,1,1,--,--,--,--,0,0,4,
30-Jun-2011,Northern,Gastroenterology,Acute Services,9,13,7,2,--,--,--,--,6,1,38,
30-Jun-2011,Northern,Gynaecology,Acute Services,114,124,102,34,--,--,--,--,13,0,387,
30-Jun-2011,South Eastern,General Surgery,Acute Services,91,48,49,26,--,--,--,--,50,61,325,
30-Jun-2011,South Eastern,Urology,Acute Services,60,22,14,1,--,--,--,--,7,0,104,
30-Jun-2011,South Eastern,T & O Surgery,Acute Services,7,0,2,1,--,--,--,--,0,0,10,
30-Jun-2011,South Eastern,ENT,Acute Services,36,67,63,4,--,--,--,--,1,1,172,
30-Jun-2011,South Eastern,Ophthalmology,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
30-Jun-2011,South Eastern,Oral Surgery,Acute Services,19,12,9,4,--,--,--,--,13,7,64,
30-Jun-2011,South Eastern,Plastic Surgery,Acute Services,47,24,22,32,--,--,--,--,42,216,383,
30-Jun-2011,South Eastern,General Medicine,Acute Services,22,10,2,0,--,--,--,--,1,0,35,
30-Jun-2011,South Eastern,Gynaecology,Acute Services,70,81,74,29,--,--,--,--,59,42,355,
30-Jun-2011,Southern,General Surgery,Acute Services,173,124,96,43,--,--,--,--,23,4,463,
30-Jun-2011,Southern,Urology,Acute Services,79,69,97,28,--,--,--,--,60,30,363,
30-Jun-2011,Southern,T & O Surgery,Acute Services,67,84,205,55,--,--,--,--,39,5,455,
30-Jun-2011,Southern,ENT,Acute Services,152,151,3,0,--,--,--,--,0,0,306,
30-Jun-2011,Southern,Ophthalmology,Acute Services,0,0,1,0,--,--,--,--,0,0,1,
30-Jun-2011,Southern,Pain Management,Acute Services,0,1,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Southern,Gastroenterology,Acute Services,4,2,1,0,--,--,--,--,2,0,9,
30-Jun-2011,Southern,Cardiology,Acute Services,2,0,2,0,--,--,--,--,0,0,4,
30-Jun-2011,Southern,Rheumatology,Acute Services,1,1,0,0,--,--,--,--,0,0,2,
30-Jun-2011,Southern,Gynaecology,Acute Services,106,77,17,2,--,--,--,--,0,0,202,
30-Jun-2011,Southern,GP Other,Acute Services,1,0,0,0,--,--,--,--,0,0,1,
30-Jun-2011,Western,General Surgery,Acute Services,171,138,161,30,--,--,--,--,46,56,602,
30-Jun-2011,Western,Urology,Acute Services,47,28,22,6,--,--,--,--,23,66,192,
30-Jun-2011,Western,T & O Surgery,Acute Services,192,209,183,107,--,--,--,--,181,141,"1,013",
30-Jun-2011,Western,ENT,Acute Services,189,137,77,13,--,--,--,--,13,23,452,
30-Jun-2011,Western,Oral Surgery,Acute Services,58,45,23,10,--,--,--,--,2,0,138,
30-Jun-2011,Western,General Medicine,Acute Services,3,2,0,0,--,--,--,--,0,0,5,
30-Jun-2011,Western,Paediatrics,Acute Services,2,3,0,0,--,--,--,--,0,0,5,
30-Jun-2011,Western,Gynaecology,Acute Services,97,99,46,23,--,--,--,--,17,0,282,
30-Sep-2011,Belfast,General Surgery,Acute Services,339,285,263,97,--,--,--,--,123,90,"1,197",
30-Sep-2011,Belfast,Urology,Acute Services,128,72,56,25,--,--,--,--,54,78,413,
30-Sep-2011,Belfast,T & O Surgery,Acute Services,341,943,"1,332",644,--,--,--,--,837,212,"4,309",
30-Sep-2011,Belfast,ENT,Acute Services,152,147,317,113,--,--,--,--,65,1,795,
30-Sep-2011,Belfast,Ophthalmology,Acute Services,29,30,31,15,--,--,--,--,15,4,124,
30-Sep-2011,Belfast,Oral Surgery,Acute Services,10,19,6,2,--,--,--,--,11,6,54,
30-Sep-2011,Belfast,Paediatric Dentistry,Acute Services,0,0,1,0,--,--,--,--,0,0,1,
30-Sep-2011,Belfast,Neurosurgery,Acute Services,59,42,23,8,--,--,--,--,12,5,149,
30-Sep-2011,Belfast,Plastic Surgery,Acute Services,49,45,53,23,--,--,--,--,35,204,409,
30-Sep-2011,Belfast,Cardiac Surgery,Acute Services,102,84,107,31,--,--,--,--,3,0,327,
30-Sep-2011,Belfast,Paediatric Surgery,Acute Services,21,22,18,6,--,--,--,--,8,2,77,
30-Sep-2011,Belfast,Thoracic Surgery,Acute Services,42,25,24,13,--,--,--,--,24,11,139,
30-Sep-2011,Belfast,Pain Management,Acute Services,0,1,1,0,--,--,--,--,0,0,2,
30-Sep-2011,Belfast,General Medicine,Acute Services,22,4,2,1,--,--,--,--,1,0,30,
30-Sep-2011,Belfast,Gastroenterology,Acute Services,27,8,4,2,--,--,--,--,1,0,42,
30-Sep-2011,Belfast,Endocrinology,Acute Services,17,4,0,0,--,--,--,--,0,0,21,
30-Sep-2011,Belfast,Cardiology,Acute Services,96,83,70,26,--,--,--,--,42,12,329,
30-Sep-2011,Belfast,Dermatology,Acute Services,3,1,0,0,--,--,--,--,0,0,4,
30-Sep-2011,Belfast,Thoracic Medicine,Acute Services,2,0,0,0,--,--,--,--,0,0,2,
30-Sep-2011,Belfast,Nephrology,Acute Services,16,2,1,1,--,--,--,--,0,2,22,
30-Sep-2011,Belfast,Neurology,Acute Services,29,18,19,4,--,--,--,--,22,101,193,
30-Sep-2011,Belfast,Rheumatology,Acute Services,1,0,1,0,--,--,--,--,2,5,9,
30-Sep-2011,Belfast,Paediatrics,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
30-Sep-2011,Belfast,Gynaecology,Acute Services,147,98,95,13,--,--,--,--,19,0,372,
30-Sep-2011,Belfast,Radiology,Acute Services,0,2,0,0,--,--,--,--,0,0,2,
30-Sep-2011,Northern,General Surgery,Acute Services,139,59,102,43,--,--,--,--,69,74,486,
30-Sep-2011,Northern,Urology,Acute Services,158,100,60,35,--,--,--,--,33,11,397,
30-Sep-2011,Northern,ENT,Acute Services,118,92,81,18,--,--,--,--,3,0,312,
30-Sep-2011,Northern,General Medicine,Acute Services,1,0,1,0,--,--,--,--,0,0,2,
30-Sep-2011,Northern,Gastroenterology,Acute Services,6,5,4,1,--,--,--,--,2,0,18,
30-Sep-2011,Northern,Gynaecology,Acute Services,117,90,120,54,--,--,--,--,37,0,418,
30-Sep-2011,South Eastern,General Surgery,Acute Services,71,56,41,23,--,--,--,--,45,84,320,
30-Sep-2011,South Eastern,Urology,Acute Services,39,17,19,5,--,--,--,--,10,4,94,
30-Sep-2011,South Eastern,T & O Surgery,Acute Services,17,6,3,0,--,--,--,--,0,0,26,
